GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
NEDD9,HAVCR2,GO:0001771,immunological synapse formation,0.0653596078801984,0.166246871467493,0.11133186011472
UBQLN1,ERN1,GO:1905898,positive regulation of response to endoplasmic reticulum stress,0.179213546915161,0.327844577291899,0.219550276623208
AKT1,RFX6,GO:0003309,type B pancreatic cell differentiation,0.130522799952544,0.265824673063972,0.17801691577929
ADAM12,KCNH1,GO:0007520,myoblast fusion,0.209161026137113,0.363646908939428,0.243526307832571
COMT,SLC6A3,GO:0019336,phenol-containing compound catabolic process,0.00528219094557074,0.0288903504778155,0.0193472299939809
TMED10,TRAPPC6A,GO:0090114,COPII-coated vesicle budding,0.134553165732954,0.271779878438334,0.182004985364242
MSX2,WNT3,GO:0035116,embryonic hindlimb morphogenesis,0.0982641658746686,0.222488722113451,0.148995786018631
SNCA,P2RX7,GO:0014048,regulation of glutamate secretion,0.0345210266223321,0.106062564822355,0.0710277584533052
ALDH1A2,IRX2,GO:0009954,proximal/distal pattern formation,0.061381639276811,0.160419390592233,0.107429324807446
CCL8,RORA,GO:0071347,cellular response to interleukin-1,0.840313948983499,0.873465683250443,0.584940687329931
GPAA1,ZDHHC19,GO:0006497,protein lipidation,0.736271103557248,0.799604793990336,0.535477680185987
TFR2,SLC11A2,GO:0033212,iron import into cell,0.0286039492507729,0.0937459059380528,0.0627795638744619
INSIG1,RARB,GO:0060349,bone morphogenesis,0.752534145414431,0.811883132911891,0.543700212731647
BACE2,HBEGF,GO:1903019,negative regulation of glycoprotein metabolic process,0.0982641658746686,0.222488722113451,0.148995786018631
LRRK2,SPRY2,GO:0034260,negative regulation of GTPase activity,0.075080617955479,0.183719060287371,0.123032599289068
NGFR,TGFB2,GO:0051797,regulation of hair follicle development,0.0290335206619672,0.0942111380423549,0.0630911195452533
HSPA5,GLI2,GO:0021695,cerebellar cortex development,0.209161026137113,0.363646908939428,0.243526307832571
CD36,LEPR,GO:0097009,energy homeostasis,0.134553165732954,0.271779878438334,0.182004985364242
PSEN1,SRCIN1,GO:0061099,negative regulation of protein tyrosine kinase activity,0.331534763830816,0.496628294600227,0.332581006399602
AGER,P2RX7,GO:0001914,regulation of T cell mediated cytotoxicity,0.11583017086279,0.248882903573983,0.166671386721776
CLN5,SNX1,GO:0042147,retrograde transport endosome to Golgi,0.939712578847742,0.950132958010859,0.636283068895725
PPARD,MAP4K4,GO:0051546,keratinocyte migration,0.0070834968205077,0.0354234921575177,0.0237223307653447
ROBO1,NGFR,GO:0110110,positive regulation of animal organ morphogenesis,0.061381639276811,0.160419390592233,0.107429324807446
RSPH6A,TACR3,GO:0060294,cilium movement involved in cell motility,0.958615713528209,0.965163635068702,0.646348781536582
ARG2,SIRT2,GO:1900424,regulation of defense response to bacterium,0.0471770700875902,0.131515841719353,0.0880732561396295
ARMH3,AKAP9,GO:1903358,regulation of Golgi organization,0.0890140265647768,0.205975942160881,0.137937541784879
PLCL1,KRAS,GO:0032228,regulation of synaptic transmission GABAergic,0.192230163035121,0.345580766779852,0.231427811217458
IL18,LILRA5,GO:0032616,interleukin-13 production,0.00881986541200165,0.041501936527663,0.0277929307854145
CLOCK,RHOA,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,0.0825006479745693,0.196217757344922,0.131402700814254
NOTCH1,ADAMTS1,GO:0061384,heart trabecula morphogenesis,0.142136514987882,0.285240603256825,0.191019335645282
MSX2,PPARA,GO:0070166,enamel mineralization,0.0405683586718216,0.118235809554652,0.0791799117402518
IL6,ANK3,GO:0034112,positive regulation of homotypic cell-cell adhesion,0.0767841761331909,0.186304322008763,0.124763891997227
ERN1,CPSF6,GO:0098787,mRNA cleavage involved in mRNA processing,0.221596543948859,0.376414066010509,0.252076191102874
DST,GSK3B,GO:0030011,maintenance of cell polarity,0.129999096096003,0.26576791629058,0.17797890702099
DROSHA,ABT1,GO:0090502,RNA phosphodiester bond hydrolysis endonucleolytic,0.643468529864037,0.737347152779365,0.493785112132293
NEK10,TNKS1BP1,GO:0031954,positive regulation of protein autophosphorylation,0.0255613833357577,0.0875711308237231,0.0586444532814014
FAT1,LAMA1,GO:0090162,establishment of epithelial cell polarity,0.061381639276811,0.160419390592233,0.107429324807446
SNCA,RHOA,GO:1901856,negative regulation of cellular respiration,0.0286039492507729,0.0937459059380528,0.0627795638744619
CHST12,CHST15,GO:0030204,chondroitin sulfate metabolic process,0.11932386121109,0.253708433357586,0.169902937499876
TSPO,SLC11A2,GO:0042168,heme metabolic process,0.164942373626622,0.312399689978337,0.209207176517307
CDON,ARID1B,GO:0045663,positive regulation of myoblast differentiation,0.304326676558458,0.467633590041353,0.313163892781032
PIN1,NUP62,GO:0032465,regulation of cytokinesis,0.727852421383439,0.793758934171111,0.531562836905634
REEP3,SIRT2,GO:0031468,nuclear membrane reassembly,0.209207991031638,0.363646908939428,0.243526307832571
WWOX,HTRA2,GO:2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,0.00370596903479874,0.0222735916709208,0.0149161326782875
MEIKIN,PDS5B,GO:0007062,sister chromatid cohesion,0.915513665356542,0.931952446640568,0.624107981744764
EGFR,ANGPT4,GO:0007171,activation of transmembrane receptor protein tyrosine kinase activity,0.0070834968205077,0.0354234921575177,0.0237223307653447
CST3,HBEGF,GO:1903019,negative regulation of glycoprotein metabolic process,0.0982641658746686,0.222488722113451,0.148995786018631
A2M,APOB,GO:0034694,response to prostaglandin,0.130522799952544,0.265824673063972,0.17801691577929
CYP7B1,PARP1,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,0.0680394336570113,0.17092479797262,0.114464564235395
TYROBP,AGER,GO:0032693,negative regulation of interleukin-10 production,0.209207991031638,0.363646908939428,0.243526307832571
KLF16,GSK3B,GO:0007212,dopamine receptor signaling pathway,0.246864721128654,0.399099093988084,0.267267853593748
PID1,TP53,GO:0045980,negative regulation of nucleotide metabolic process,0.0186708153280529,0.0713898360403373,0.0478081973483013
MTHFD1L,MTHFD1,GO:0042558,pteridine-containing compound metabolic process,0.061381639276811,0.160419390592233,0.107429324807446
IL18,PARP1,GO:0030431,sleep,0.108563491611547,0.238040292503415,0.159410329425893
HSPA5,ABCA7,GO:0036499,PERK-mediated unfolded protein response,0.0241002823399399,0.0846236305238033,0.056670577393199
OVOL2,ADAMTS1,GO:0061384,heart trabecula morphogenesis,0.142136514987882,0.285240603256825,0.191019335645282
PNP,ABCG2,GO:0046415,urate metabolic process,0.00528219094557074,0.0288903504778155,0.0193472299939809
RYR2,CTNNA3,GO:0098911,regulation of ventricular cardiac muscle cell action potential,0.00528219094557074,0.0288903504778155,0.0193472299939809
REST,MDFIC,GO:0019083,viral transcription,0.406952927356409,0.579004454559215,0.387746502365853
CD36,APOD,GO:0042308,negative regulation of protein import into nucleus,0.0125064503869282,0.0532020429158216,0.0356282337672725
PPARD,FGF10,GO:0070344,regulation of fat cell proliferation,0.000340654649501219,0.00343921200934792,0.00230316436604014
SRC,IL10,GO:0002862,negative regulation of inflammatory response to antigenic stimulus,0.0492267947051776,0.135373685439238,0.0906567689214068
LRP2,TMEM106B,GO:1905146,lysosomal protein catabolic process,0.0241002823399399,0.0846236305238033,0.056670577393199
NOTCH1,SPI1,GO:1903306,negative regulation of regulated secretory pathway,0.0219410341838372,0.0789770070500024,0.0528891582954651
AICDA,ATF7IP,GO:0140718,facultative heterochromatin formation,0.142136514987882,0.285240603256825,0.191019335645282
MTMR2,RAB21,GO:2000641,regulation of early endosome to late endosome transport,0.00435094534626705,0.0251652071206218,0.0168525837158917
ADNP,NPAS4,GO:0007614,short-term memory,0.0286039492507729,0.0937459059380528,0.0627795638744619
GOLPH3L,TMED10,GO:0048194,Golgi vesicle budding,0.0218135910100526,0.0789770070500024,0.0528891582954651
GSK3B,PPP1R3B,GO:0005979,regulation of glycogen biosynthetic process,0.11932386121109,0.253708433357586,0.169902937499876
CNTNAP2,AGT,GO:1903596,regulation of gap junction assembly,0.0218135910100526,0.0789770070500024,0.0528891582954651
NGF,RAP1A,GO:0038180,nerve growth factor signaling pathway,0.000553525213254686,0.00507744891188784,0.00340025545748969
BCL2,ITPKB,GO:0033028,myeloid cell apoptotic process,0.0984520142459282,0.222488722113451,0.148995786018631
MCCC1,DBT,GO:0009083,branched-chain amino acid catabolic process,0.144904219000033,0.287468127598989,0.19251105952721
CD2AP,NRP1,GO:0006929,substrate-dependent cell migration,0.226174629106114,0.38068102004272,0.25493367603018
PPARD,GHRL,GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,0.0255613833357577,0.0875711308237231,0.0586444532814014
TNF,HTR2A,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,0.00964826347178884,0.0442349622314674,0.0296231777708766
RXRA,RARB,GO:0048384,retinoic acid receptor signaling pathway,0.130522799952544,0.265824673063972,0.17801691577929
AICDA,DNMT3A,GO:0140718,facultative heterochromatin formation,0.142136514987882,0.285240603256825,0.191019335645282
MSX2,ADAMTS1,GO:0060343,trabecula formation,0.226174629106114,0.38068102004272,0.25493367603018
CLU,FKBP5,GO:0061077,chaperone-mediated protein folding,0.471833260293148,0.640194925871464,0.428724410294912
TNF,RPS6KB2,GO:0045948,positive regulation of translational initiation,0.59372258089683,0.709199133683231,0.474935005078519
NOTCH1,PPID,GO:0045070,positive regulation of viral genome replication,0.0492267947051776,0.135373685439238,0.0906567689214068
MTR,SLC19A1,GO:0042558,pteridine-containing compound metabolic process,0.061381639276811,0.160419390592233,0.107429324807446
SYBU,YWHAZ,GO:0060074,synapse maturation,0.0338933800191776,0.105509698306796,0.070657515951723
MANBA,EDEM2,GO:0006516,glycoprotein catabolic process,0.0492267947051776,0.135373685439238,0.0906567689214068
PIK3CG,AUTS2,GO:0035020,regulation of Rac protein signal transduction,0.0471770700875902,0.131515841719353,0.0880732561396295
DOCK4,HTR2A,GO:0014829,vascular associated smooth muscle contraction,0.0255613833357577,0.0875711308237231,0.0586444532814014
NFIB,DCHS2,GO:0010463,mesenchymal cell proliferation,0.503071772945314,0.661365958803866,0.44290218372372
SNCA,AGT,GO:0048169,regulation of long-term neuronal synaptic plasticity,0.0131296581101498,0.0549804433362521,0.0368191892727062
DNMT3A,GLRA2,GO:0071361,cellular response to ethanol,0.00964826347178884,0.0442349622314674,0.0296231777708766
SNCA,TNF,GO:1901856,negative regulation of cellular respiration,0.0286039492507729,0.0937459059380528,0.0627795638744619
JAM2,ZAP70,GO:0070486,leukocyte aggregation,0.045115966472311,0.127031393658427,0.0850701202622221
SCARB1,LDLR,GO:0150172,regulation of phosphatidylcholine metabolic process,0.002482218349236,0.0162612882078838,0.0108898257637243
AQP4,HCN1,GO:0051289,protein homotetramerization,0.319126681339641,0.481097139651885,0.322180134762947
SELP,SRC,GO:0033623,regulation of integrin activation,0.0197115407857904,0.0738697207776114,0.0494689214162716
PDE4B,KCNQ1,GO:0071872,cellular response to epinephrine stimulus,0.000340654649501219,0.00343921200934792,0.00230316436604014
SPON1,SRC,GO:1903319,positive regulation of protein maturation,0.0982641658746686,0.222488722113451,0.148995786018631
CLOCK,TP53,GO:0009648,photoperiodism,0.154140134595542,0.296275393440564,0.198409091051124
CASP3,PTGS2,GO:0071470,cellular response to osmotic stress,0.175631013654757,0.324405729917203,0.217247356444946
TAPBPL,HFE,GO:0002577,regulation of antigen processing and presentation,0.0345210266223321,0.106062564822355,0.0710277584533052
RPTOR,ELL,GO:0045945,positive regulation of transcription by RNA polymerase III,0.317834974957327,0.480378111342835,0.321698617376093
IL1RAP,IL18,GO:0032616,interleukin-13 production,0.00881986541200165,0.041501936527663,0.0277929307854145
BRD1,BRCA2,GO:0043966,histone H3 acetylation,0.556097141460226,0.684492078187762,0.458389235392826
BCL2,CTHRC1,GO:0033688,regulation of osteoblast proliferation,0.130522799952544,0.265824673063972,0.17801691577929
PLEC,FEZ1,GO:0070584,mitochondrion morphogenesis,0.129999096096003,0.26576791629058,0.17797890702099
CYP2D6,GSTP1,GO:0042759,long-chain fatty acid biosynthetic process,0.278372200492625,0.43790888316556,0.293257912724776
LRRK2,BCL11A,GO:1903429,regulation of cell maturation,0.00881986541200165,0.041501936527663,0.0277929307854145
PPARA,AKAP6,GO:0061050,regulation of cell growth involved in cardiac muscle cell development,0.0405683586718216,0.118235809554652,0.0791799117402518
PMAIP1,MMP9,GO:0090200,positive regulation of release of cytochrome c from mitochondria,0.0255613833357577,0.0875711308237231,0.0586444532814014
HSPA5,LRRK2,GO:0071287,cellular response to manganese ion,0.000852649428495685,0.00702646459006752,0.00470546823490382
TREM1,GAPDH,GO:0051873,killing by host of symbiont cells,0.0338933800191776,0.105509698306796,0.070657515951723
IL10,EXO1,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,0.244549589569867,0.399099093988084,0.267267853593748
CSF1R,NRP1,GO:0021872,forebrain generation of neurons,0.232574215644313,0.389733458287901,0.260995894100892
EIF2AK3,EIF2AK2,GO:0010998,regulation of translational initiation by eIF2 alpha phosphorylation,0.0218135910100526,0.0789770070500024,0.0528891582954651
TFAM,PUS1,GO:0000959,mitochondrial RNA metabolic process,0.622533455469495,0.723630489843739,0.484599365743745
DPP4,IL6,GO:0010715,regulation of extracellular matrix disassembly,0.0158531454505639,0.0623966258855306,0.0417856430223212
APOB,KLC3,GO:0060294,cilium movement involved in cell motility,0.958615713528209,0.965163635068702,0.646348781536582
RYR2,PDE4B,GO:0071872,cellular response to epinephrine stimulus,0.000340654649501219,0.00343921200934792,0.00230316436604014
APOE,ABCA2,GO:2000644,regulation of receptor catabolic process,0.0286039492507729,0.0937459059380528,0.0627795638744619
DCN,EPB42,GO:0018149,peptide cross-linking,0.075080617955479,0.183719060287371,0.123032599289068
SEC23A,SEC24B,GO:0035459,vesicle cargo loading,0.061381639276811,0.160419390592233,0.107429324807446
AQP4,RYR3,GO:0051289,protein homotetramerization,0.319126681339641,0.481097139651885,0.322180134762947
APEX1,NOS3,GO:0045454,cell redox homeostasis,0.743122266841124,0.805413398032218,0.539367574094632
EIF2AK3,IL10,GO:0031645,negative regulation of nervous system process,0.00560063863233742,0.0300194230693286,0.020103344985548
ABCC2,PRKAA1,GO:0015721,bile acid and bile salt transport,0.313778678001792,0.479212911015558,0.320918308437363
INPP5D,IL6,GO:0045779,negative regulation of bone resorption,0.00246636519602111,0.0162612882078838,0.0108898257637243
LIN28B,DROSHA,GO:0031053,primary miRNA processing,0.0767841761331909,0.186304322008763,0.124763891997227
CLEC3B,PLAU,GO:0010755,regulation of plasminogen activation,0.0241002823399399,0.0846236305238033,0.056670577393199
TSPO,SALL1,GO:0030325,adrenal gland development,0.243390609140602,0.399099093988084,0.267267853593748
TLR4,RDX,GO:0036120,cellular response to platelet-derived growth factor stimulus,0.0157383588187803,0.0623966258855306,0.0417856430223212
CST3,CTSB,GO:0030574,collagen catabolic process,0.15452346949339,0.296275393440564,0.198409091051124
MAF,ABCA7,GO:0140467,integrated stress response signaling,0.10696746497827,0.236032999068816,0.158066089321419
GHRL,PTGS2,GO:0045987,positive regulation of smooth muscle contraction,0.0437310247062749,0.124740262055248,0.0835358000016485
IDUA,CHST15,GO:0030204,chondroitin sulfate metabolic process,0.11932386121109,0.253708433357586,0.169902937499876
PARK7,NIBAN2,GO:2000679,positive regulation of transcription regulatory region DNA binding,0.0703320634949952,0.174822026292787,0.117074452014612
NOTCH1,RYR2,GO:0003214,cardiac left ventricle morphogenesis,0.245632995651731,0.399099093988084,0.267267853593748
MEIKIN,FANCD2,GO:0045143,homologous chromosome segregation,0.383094531556553,0.553473501116745,0.370648986411646
ALDH1A2,AQP4,GO:0051289,protein homotetramerization,0.319126681339641,0.481097139651885,0.322180134762947
HBEGF,MAP4K4,GO:0051549,positive regulation of keratinocyte migration,0.00528219094557074,0.0288903504778155,0.0193472299939809
