GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
Ghrl,Hip1r,GO:0001696,gastric acid secretion,0.0104015716660687,0.0242419806936999,0.0110470864841712
Mgat4b,Oga,GO:0060049,regulation of protein glycosylation,0.0312714954832356,0.059681090710193,0.0271967121365009
Fgf1,Agt,GO:0001658,branching involved in ureteric bud morphogenesis,0.0750190354704256,0.123416417616959,0.0562409423638994
Chrna7,Htr6,GO:0032222,regulation of synaptic transmission cholinergic,0.000483651787271684,0.00190563261805203,0.000868398032515112
Selp,Tlr4,GO:0010572,positive regulation of platelet activation,0.0959149575874221,0.147913697000335,0.0674043686282142
Trim56,Tbk1,GO:0001961,positive regulation of cytokine-mediated signaling pathway,0.0337070213421667,0.0634990628683877,0.0289365645503219
Tmed10,Sorl1,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Pparg,Dcn,GO:0090140,regulation of mitochondrial fission,0.0670134549667842,0.113877208397559,0.051893918473038
Abhd12,Ldlr,GO:0042159,lipoprotein catabolic process,0.000483651787271684,0.00190563261805203,0.000868398032515112
Fcgr2b,Ighg2b,GO:0002864,regulation of acute inflammatory response to antigenic stimulus,0.00288063467220185,0.00839775865227866,0.00382686411960674
Mmp9,Hrk,GO:0090200,positive regulation of release of cytochrome c from mitochondria,0.00174685629875519,0.00549103726263119,0.00250226927801564
Agt,Chil1,GO:0007250,activation of NF-kappaB-inducing kinase activity,0.00567609394845564,0.0148346822189987,0.0067601744060899
Bcl2,Gsk3b,GO:0033688,regulation of osteoblast proliferation,0.0108702734890186,0.0249840963255669,0.0113852690638076
Loxl1,Col11a1,GO:0030199,collagen fibril organization,0.12495091782065,0.18190981346548,0.0828964211738221
Pik3cg,Tnf,GO:0050995,negative regulation of lipid catabolic process,0.00119504278484715,0.00402494713973563,0.00183417104850812
Cd300lg,Lrp2,GO:0045056,transcytosis,0.000386787962902,0.00157692503948806,0.000718605773611847
Camk2a,Casp12,GO:0010663,positive regulation of striated muscle cell apoptotic process,0.000496562059061707,0.00194370433190603,0.000885747337460935
Ptk2b,F2,GO:0090218,positive regulation of lipid kinase activity,0.0179748271088089,0.0378533920641173,0.0172498155631408
Il6,Plaur,GO:0034112,positive regulation of homotypic cell-cell adhesion,0.00449592119578515,0.0121591000256548,0.00554090984768441
Sez6,Nfix,GO:0021680,cerebellar Purkinje cell layer development,0.00776644911718949,0.0193595160209826,0.00882214413408359
Loxl1,Loxl3,GO:0018158,protein oxidation,0.110150741621616,0.165391918867378,0.075369205783824
Picalm,Ank3,GO:0044091,membrane biogenesis,0.131476142118604,0.190713696214214,0.0869083563102542
Lars,Szt2,GO:1903432,regulation of TORC1 signaling,0.0596201192462856,0.102920800025676,0.0469010759999168
Kras,Ptk2b,GO:0051000,positive regulation of nitric-oxide synthase activity,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Aldh1a2,Rest,GO:0006081,cellular aldehyde metabolic process,0.0708110396814941,0.117100925058024,0.053362968267219
Vegfa,Tlr2,GO:0030225,macrophage differentiation,0.0151684930147672,0.0330964020026911,0.0150820520756229
Scara5,Sigmar1,GO:0070206,protein trimerization,0.00704604369279429,0.0178085183705126,0.00811535348863354
Mphosph6,Abt1,GO:0000460,maturation of 5.8S rRNA,0.199869674792989,0.268090543172577,0.122169036162362
Hspa5,Mrc1,GO:0071353,cellular response to interleukin-4,0.384507229426386,0.46303335374586,0.211004602656733
Fancd2,Ercc1,GO:0036297,interstrand cross-link repair,0.166250940974927,0.22986893526866,0.104751424399788
Fgf10,Esr2,GO:0030540,female genitalia development,0.00567609394845564,0.0148346822189987,0.0067601744060899
Stxbp6,Snap25,GO:0035493,SNARE complex assembly,0.00704604369279429,0.0178085183705126,0.00811535348863354
Pin1,Ube2l3,GO:0051438,regulation of ubiquitin-protein transferase activity,0.0837948433112625,0.133558491935528,0.0608626922754169
Grn,Stk24,GO:0048680,positive regulation of axon regeneration,0.000238676980433955,0.00104727399405955,0.000477243445210972
Msx2,Ppara,GO:0097186,amelogenesis,0.0332991203639086,0.0629684787924148,0.0286947770392906
Hmgcr,Acot7,GO:0015936,coenzyme A metabolic process,0.140068250018392,0.198792619483062,0.0905899269367479
Spi1,Auts2,GO:0035065,regulation of histone acetylation,0.0981271487223247,0.150858203211691,0.0687461820378124
Trem2,Cd36,GO:0060100,positive regulation of phagocytosis engulfment,5.95526776692094e-05,0.000323139416002011,0.000147254843575819
Tlr4,Lilra5,GO:0032656,regulation of interleukin-13 production,0.000166405518829655,0.000777468407646751,0.000354292862720438
Pik3cg,Apoc2,GO:0010896,regulation of triglyceride catabolic process,0.00567609394845564,0.0148346822189987,0.0067601744060899
Pparg,Gstp1,GO:0002674,negative regulation of acute inflammatory response,0.0176181453993575,0.037312314301187,0.0170032460720882
Rac1,Rin3,GO:0002551,mast cell chemotaxis,0.0216994310122023,0.0443851997976865,0.0202263646266202
Trem1,Ccl12,GO:0048246,macrophage chemotaxis,0.0167570448043151,0.0361799831002257,0.0164872420019672
Bdnf,Rapgef2,GO:0038180,nerve growth factor signaling pathway,0.00097278616313472,0.00336154771719223,0.00153185949703119
Tafa5,Tnf,GO:0061042,vascular wound healing,0.00449592119578515,0.0121591000256548,0.00554090984768441
Hfe,Lrp1,GO:0060393,regulation of pathway-restricted SMAD protein phosphorylation,0.0628141195957806,0.107689059232526,0.0490739748443871
Fam20b,Chst12,GO:0030166,proteoglycan biosynthetic process,0.118579910341308,0.176279374911259,0.0803306266359007
Notch1,Cobl,GO:0009798,axis specification,0.28789949189663,0.365136354948364,0.166392876167825
Nrxn1,Iapp,GO:0010738,regulation of protein kinase A signaling,0.000386787962902,0.00157692503948806,0.000718605773611847
Trem1,Gapdh,GO:0051873,killing by host of symbiont cells,0.068746292014901,0.115370731466121,0.0525745179138582
Klc3,Wdpcp,GO:0042073,intraciliary transport,0.67526259385187,0.699232389928537,0.318640658190184
Fgf10,Tnf,GO:0060693,regulation of branching involved in salivary gland morphogenesis,0.0108562360850513,0.0249840963255669,0.0113852690638076
Ntrk2,Yap1,GO:0033145,positive regulation of intracellular steroid hormone receptor signaling pathway,0.00861757615456956,0.0206801095770244,0.00942393948275429
Ghrl,Rapgef4,GO:0051969,regulation of transmission of nerve impulse,0.00597225186898746,0.0154735616605584,0.00705131218616838
Fnip1,Szt2,GO:0032007,negative regulation of TOR signaling,0.0136874152075154,0.0306469061043695,0.0139658151899787
Pla2r1,Acsl6,GO:2000191,regulation of fatty acid transport,0.00526079729018184,0.0139194835463034,0.00634311777135332
Hspa5,Trp53,GO:0006983,ER overload response,0.00196350162697614,0.00606107963122133,0.00276203795884351
Sirt2,Pick1,GO:0099149,regulation of postsynaptic neurotransmitter receptor internalization,0.000386787962902,0.00157692503948806,0.000718605773611847
Cdon,Bcl2,GO:1901863,positive regulation of muscle tissue development,0.0014510838656689,0.00469699131207592,0.00214042201813107
Apoe,Reln,GO:0072578,neurotransmitter-gated ion channel clustering,0.00233849408322363,0.00705082472951809,0.00321306544856551
Mgmt,Apex1,GO:0035510,DNA dealkylation,0.00816904469069394,0.0198908594279102,0.00906427767272836
Vegfa,Bcl3,GO:0042088,T-helper 1 type immune response,0.0222006473632919,0.0453639038816326,0.0206723607188691
Fgf10,Vdr,GO:0043616,keratinocyte proliferation,0.0452677528545687,0.0809221926029253,0.0368762961850555
Lrp8,Dab1,GO:0021801,cerebral cortex radial glia-guided migration,0.007010775582931,0.0178085183705126,0.00811535348863354
Pnp,Mapk1,GO:0009112,nucleobase metabolic process,0.0179748271088089,0.0378533920641173,0.0172498155631408
Notch1,Btg1,GO:0045601,regulation of endothelial cell differentiation,0.0400206002649836,0.0730699489279826,0.0332980235980131
Esr1,Dlc1,GO:1900274,regulation of phospholipase C activity,0.00601824920881534,0.015538922137515,0.0070810969983382
Prkcq,Src,GO:0051972,regulation of telomerase activity,0.0596201192462856,0.102920800025676,0.0469010759999168
Park7,Rhoa,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,0.000296925336629957,0.00126304061103788,0.000575568433926772
Tnfsfm13,Exo1,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,0.118579910341308,0.176279374911259,0.0803306266359007
Arg2,Prnp,GO:1903959,regulation of anion transmembrane transport,0.00340490572476616,0.00972122028173257,0.00442996645121032
Chrna7,Ptn,GO:0140059,dendrite arborization,0.000159221289094111,0.00074740346292412,0.000340592247713388
Rac1,Fat3,GO:1904936,interneuron migration,0.0367562243835457,0.0679388520492652,0.0309597793887607
Il33,Il6,GO:0042092,type 2 immune response,0.0400206002649836,0.0730699489279826,0.0332980235980131
Ptk2b,Ptgs2,GO:0071498,cellular response to fluid shear stress,0.000660359749606048,0.00245786884414938,0.00112005244254338
Car12,Mthfd1,GO:0006730,one-carbon metabolic process,0.00776644911718949,0.0193595160209826,0.00882214413408359
A2m,Fcgr2b,GO:0002921,negative regulation of humoral immune response,0.00861757615456956,0.0206801095770244,0.00942393948275429
Tlr2,Tgfb2,GO:0010935,regulation of macrophage cytokine production,0.0136874152075154,0.0306469061043695,0.0139658151899787
Cyp21a1,Cyp46a1,GO:0008207,C21-steroid hormone metabolic process,0.0435732048375838,0.0781497245888339,0.035612880694661
Loxl3,Sh3rf1,GO:0043370,regulation of CD4-positive alpha-beta T cell differentiation,0.205610620317821,0.273583717786163,0.124672279432607
Myo1c,Sybu,GO:0099518,vesicle cytoskeletal trafficking,0.228267563641014,0.299732638962586,0.136588359944081
Snx9,Abca1,GO:0065005,protein-lipid complex assembly,0.000787540042067357,0.00285662251622614,0.00130176475215089
Ern1,Tnf,GO:0043507,positive regulation of JUN kinase activity,0.0363953419417916,0.0679388520492652,0.0309597793887607
Ahcyl1,App,GO:0006378,mRNA polyadenylation,0.15258704371067,0.214777388666124,0.0978741967258369
Fancd2,Hesx1,GO:0048854,brain morphogenesis,0.0123102845987021,0.027982169891087,0.0127514931517929
Pttg1,Mad1l1,GO:0033046,negative regulation of sister chromatid segregation,0.0640917275497402,0.109253486011163,0.0497868851523413
Prickle1,Rest,GO:0010002,cardioblast differentiation,0.0176181453993575,0.037312314301187,0.0170032460720882
Ncapd2,Cep63,GO:0070192,chromosome organization involved in meiotic cell cycle,0.13023179104756,0.189000307812717,0.0861275640931716
Bcas3,Csf1r,GO:2000249,regulation of actin cytoskeleton reorganization,0.00876544909514296,0.0209593339330526,0.00955118220472924
Hspa5,Tomm40,GO:0071806,protein transmembrane transport,0.263022751811721,0.337809263861191,0.153939902856148
Fto,Tet2,GO:0070989,oxidative demethylation,0.00597225186898746,0.0154735616605584,0.00705131218616838
Comt,Mthfr,GO:0050667,homocysteine metabolic process,1.62010446823902e-05,0.000105624457978328,4.81331347002327e-05
Nup62,Gsk3b,GO:1904779,regulation of protein localization to centrosome,0.00816074974271046,0.0198908594279102,0.00906427767272836
Arg2,Gstp1,GO:0051354,negative regulation of oxidoreductase activity,0.0260515846611557,0.0516818045054168,0.0235514321722789
Ndufa9,Ndufaf7,GO:0010257,NADH dehydrogenase complex assembly,0.0421742659095942,0.0763730654974044,0.0348032559827243
Notch4,Ephb4,GO:0048845,venous blood vessel morphogenesis,0.00140833844608936,0.00459090718945797,0.00209207941395341
Arntl,Plk2,GO:2000772,regulation of cellular senescence,0.0435732048375838,0.0781497245888339,0.035612880694661
Aicda,Prim2,GO:0006261,DNA-templated DNA replication,0.673081479346619,0.698282657980502,0.318207864719251
Fto,Sqstm1,GO:0070341,fat cell proliferation,2.5990939466577e-05,0.000159217781686247,7.25556474254173e-05
Fancd2,Cd44,GO:0045589,regulation of regulatory T cell differentiation,0.091937950372692,0.144840387728497,0.0660038595795694
Ppard,Map4k4,GO:0051546,keratinocyte migration,0.000224291459940297,0.00099215401902637,0.000452125236476687
Map2k5,Il10,GO:0034114,regulation of heterotypic cell-cell adhesion,0.000629125037101383,0.00237709175950238,0.00108324227214891
Ap2a2,Trp53,GO:0060218,hematopoietic stem cell differentiation,0.113112868049615,0.169456950006745,0.0772216431372249
Vcp,Gsto1,GO:0071243,cellular response to arsenic-containing substance,0.00567609394845564,0.0148346822189987,0.0067601744060899
Trem2,Gstp1,GO:0032873,negative regulation of stress-activated MAPK cascade,0.0596201192462856,0.102920800025676,0.0469010759999168
Adam17,Rhoa,GO:2000403,positive regulation of lymphocyte migration,0.00776644911718949,0.0193595160209826,0.00882214413408359
Ctsh,Erbb4,GO:0048875,chemical homeostasis within a tissue,0.0373199324716228,0.0687684100500809,0.0313378095132145
Cdk5rap2,Akap9,GO:0031116,positive regulation of microtubule polymerization,0.0108702734890186,0.0249840963255669,0.0113852690638076
Abcb1a,Lsr,GO:0060856,establishment of blood-brain barrier,0.0140055352980387,0.0309882176557344,0.0141213510875448
Ptprs,Icam1,GO:0090557,establishment of endothelial intestinal barrier,0.00196350162697614,0.00606107963122133,0.00276203795884351
Tacc2,Bin1,GO:0051647,nucleus localization,0.0987701250026533,0.151535298164799,0.06905473465154
Map4,Spry2,GO:0051293,establishment of spindle localization,0.0311505255860187,0.059681090710193,0.0271967121365009
Ajap1,Lama1,GO:0030859,polarized epithelial cell differentiation,0.0260515846611557,0.0516818045054168,0.0235514321722789
Notch1,Prkcq,GO:0032633,interleukin-4 production,0.00776644911718949,0.0193595160209826,0.00882214413408359
Nek10,Hps1,GO:0003016,respiratory system process,0.0553322377834072,0.0968817508583723,0.0441490773379137
Phf14,Apod,GO:0010640,regulation of platelet-derived growth factor receptor signaling pathway,0.000629125037101383,0.00237709175950238,0.00108324227214891
Msx2,Eif2ak3,GO:0002063,chondrocyte development,0.199869674792989,0.268090543172577,0.122169036162362
Pkd1l1,Pifo,GO:0060972,left/right pattern formation,0.0961130104652137,0.147913697000335,0.0674043686282142
Eif2ak2,Ap2a2,GO:0060218,hematopoietic stem cell differentiation,0.113112868049615,0.169456950006745,0.0772216431372249
Htr2c,Slc4a8,GO:0001956,positive regulation of neurotransmitter secretion,0.055915474224261,0.0970574574339333,0.0442291469395104
Ndufaf6,Ndufaf2,GO:0010257,NADH dehydrogenase complex assembly,0.0421742659095942,0.0763730654974044,0.0348032559827243
Slc24a4,Kcnq1,GO:0086009,membrane repolarization,0.0473089285413423,0.0841688279785773,0.0383557900527624
Msx2,Eif4g3,GO:0045836,positive regulation of meiotic nuclear division,0.00861757615456956,0.0206801095770244,0.00942393948275429
Ptgs2,Adcy8,GO:0031915,positive regulation of synaptic plasticity,0.0176181453993575,0.037312314301187,0.0170032460720882
Bin1,Ank3,GO:1901380,negative regulation of potassium ion transmembrane transport,0.00816904469069394,0.0198908594279102,0.00906427767272836
Cat,Ercc1,GO:0009650,UV protection,0.069280268820257,0.115370731466121,0.0525745179138582
Dlc1,Htr2a,GO:1900274,regulation of phospholipase C activity,0.00601824920881534,0.015538922137515,0.0070810969983382
Adnp,Pum3,GO:0006471,protein ADP-ribosylation,0.0201360008977621,0.0419033259294529,0.0190953730788748
Nup62,Ptprf,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,0.007010775582931,0.0178085183705126,0.00811535348863354
Ece1,Ece2,GO:0016486,peptide hormone processing,0.0124079411907271,0.0280837001482556,0.0127977605565018
Camk2a,Nr3c2,GO:0038166,angiotensin-activated signaling pathway,5.95526776692094e-05,0.000323139416002011,0.000147254843575819
Aicda,Phb,GO:0039694,viral RNA genome replication,0.166250940974927,0.22986893526866,0.104751424399788
Pilrb1,Ptk2b,GO:0045638,negative regulation of myeloid cell differentiation,0.221009183827567,0.290775987075838,0.13250680781137
Arntl2,Ghrl,GO:0042753,positive regulation of circadian rhythm,0.000975045419723595,0.00336154771719223,0.00153185949703119
Rptor,Tnks1bp1,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,0.00174685629875519,0.00549103726263119,0.00250226927801564
Selp,Add2,GO:0050901,leukocyte tethering or rolling,0.0789837894846804,0.128351338600546,0.058489789089217
